대상연도,할당여부,업체명,업종명,온실가스 배출량,에너지 사용량,대상연도,최종분류
2016,,(주)케이티앤지,음식료품,94760 ,1832 ,2016,산업
2015,,(주)케이티앤지,음식료품,89626 ,1713 ,2015,산업
2014,,(주)케이티앤지,음식료품,99425 ,1911 ,2014,산업
2013,,(주)케이티앤지,음식료품,101161 ,1954 ,2013,산업
2020,할당,(주)케이피켐텍,산업,23774 ,679 ,2020,산업
2019,할당,(주)케이피켐텍,섬유,37617 ,865 ,2019,산업
2018,할당,(주)케이피켐텍,섬유,42652 ,922 ,2018,산업
2017,할당,(주)케이피켐텍,섬유,40694 ,891 ,2017,산업
2016,,(주)케이피켐텍,섬유,36833 ,837 ,2016,산업
2015,,(주)케이피켐텍,섬유,29867 ,815 ,2015,산업
2014,,(주)케이피켐텍,섬유,32163 ,862 ,2014,산업
2013,,(주)케이피켐텍,섬유,37539 ,929 ,2013,산업
2012,,(주)케이피켐텍,섬유,50317 ,963 ,2012,산업
2011,,(주)케이피켐텍,섬유,57491 ,988 ,2011,산업
2020,할당,(주)코다코,산업,20813 ,420 ,2020,산업
2019,할당,(주)코다코,자동차,24659 ,498 ,2019,산업
2018,할당,(주)코다코,자동차,24596 ,496 ,2018,산업
2017,목표,(주)코다코,자동차,29562 ,596 ,2017,산업
2016,,(주)코다코,자동차,30165 ,607 ,2016,산업
2015,,(주)코다코,자동차,25827 ,519 ,2015,산업
2014,,(주)코다코,자동차,22942 ,460 ,2014,산업
2013,,(주)코다코,자동차,23328 ,469 ,2013,산업
2020,할당,(주)코리아써키트,산업,93862 ,1876 ,2020,산업
2019,할당,(주)코리아써키트,반도체.디스플레이.전기전자,91186 ,1827 ,2019,산업
2018,할당,(주)코리아써키트,반도체.디스플레이.전기전자,102191 ,2025 ,2018,산업
2017,할당,(주)코리아써키트,반도체.디스플레이.전기전자,102375 ,2054 ,2017,산업
2016,,(주)코리아써키트,반도체.디스플레이.전기전자,99327 ,1986 ,2016,산업
2015,,(주)코리아써키트,반도체.디스플레이.전기전자,97714 ,1950 ,2015,산업
2014,,(주)코리아써키트,반도체.디스플레이.전기전자,91376 ,1825 ,2014,산업
2013,,(주)코리아써키트,반도체.디스플레이.전기전자,87606 ,1730 ,2013,산업
2012,,(주)코리아써키트,반도체.디스플레이.전기전자,77399 ,1532 ,2012,산업
2011,,(주)코리아써키트,반도체.디스플레이.전기전자,71697 ,1351 ,2011,산업
2018,목표,(주)코리아와이드경북,교통(여객),57694 ,814 ,2018,수송
2017,목표,(주)코리아와이드경북,교통(여객),61295 ,864 ,2017,수송
2020,목표,(주)코리아와이드경북고속,교통(여객),18640 ,262 ,2020,수송
2019,목표,(주)코리아와이드경북고속,교통(여객),42696 ,602 ,2019,수송
2020,목표,(주)코리아와이드포항,교통(여객),22909 ,430 ,2020,수송
2019,목표,(주)코리아와이드포항,교통(여객),23740 ,445 ,2019,수송
2018,목표,(주)코리아와이드포항,교통(여객),22274 ,416 ,2018,수송
2017,목표,(주)코리아와이드포항,교통(여객),21917 ,410 ,2017,수송
2017,목표,(주)코스모텍,반도체.디스플레이.전기전자,18284 ,374 ,2017,산업
2016,,(주)코스모텍,반도체.디스플레이.전기전자,19233 ,393 ,2016,산업
2015,,(주)코스모텍,반도체.디스플레이.전기전자,18120 ,371 ,2015,산업
2014,,(주)코스모텍,반도체.디스플레이.전기전자,20468 ,419 ,2014,산업
2013,,(주)코스모텍,반도체.디스플레이.전기전자,20926 ,427 ,2013,산업
2020,할당,(주)코스틸,산업,50147 ,997 ,2020,산업
2019,할당,(주)코스틸,철강,51898 ,935 ,2019,산업
2018,할당,(주)코스틸,철강,56344 ,960 ,2018,산업
2017,할당,(주)코스틸,철강,54998 ,943 ,2017,산업
2016,,(주)코스틸,철강,48690 ,841 ,2016,산업
2015,,(주)코스틸,철강,54853 ,951 ,2015,산업
2014,,(주)코스틸,철강,65289 ,1157 ,2014,산업
2013,,(주)코스틸,철강,79266 ,1422 ,2013,산업
2012,,(주)코스틸,철강,76029 ,1361 ,2012,산업
2011,,(주)코스틸,철강,74460 ,1290 ,2011,산업
2018,목표,(주)크린앤사이언스,제지,13080 ,372 ,2018,산업
2017,목표,(주)크린앤사이언스,제지,14699 ,380 ,2017,산업
2016,,(주)크린앤사이언스,제지,12593 ,357 ,2016,산업
2015,,(주)크린앤사이언스,제지,12438 ,368 ,2015,산업
2014,,(주)크린앤사이언스,제지,17205 ,363 ,2014,산업
2020,할당,(주)클렌코,폐기물,190062 ,177 ,2020,폐기물
2019,할당,(주)클렌코,폐기물,207845 ,167 ,2019,폐기물
2018,할당,(주)클렌코,폐기물,225913 ,155 ,2018,폐기물
2017,목표,(주)클렌코,폐기물,257073 ,168 ,2017,폐기물
2019,목표,(주)태광,철강,13119 ,255 ,2019,산업
2018,목표,(주)태광,철강,11816 ,230 ,2018,산업
2017,목표,(주)태광,철강,12386 ,241 ,2017,산업
2016,,(주)태광,철강,15178 ,297 ,2016,산업
2015,,(주)태광,철강,15624 ,306 ,2015,산업
2014,,(주)태광,철강,15454 ,303 ,2014,산업
2020,목표,(주)태상,기계,58847 ,1147 ,2020,산업
2019,목표,(주)태상,기계,15148 ,294 ,2019,산업
2020,목표,(주)태영열처리,기계,12911 ,262 ,2020,산업
2019,목표,(주)태영열처리,기계,15026 ,305 ,2019,산업
2018,목표,(주)태영열처리,기계,15753 ,320 ,2018,산업
2020,목표,(주)태우,비철금속,16658 ,323 ,2020,산업
2019,목표,(주)태우,비철금속,17261 ,335 ,2019,산업
2018,목표,(주)태우,비철금속,17261 ,336 ,2018,산업
2017,할당,(주)태우,비철금속,16802 ,329 ,2017,산업
2016,,(주)태우,비철금속,18112 ,354 ,2016,산업
2015,,(주)태우,비철금속,19232 ,379 ,2015,산업
2014,,(주)태우,비철금속,22544 ,438 ,2014,산업
2020,할당,(주)태웅,산업,168023 ,3104 ,2020,산업
2019,할당,(주)태웅,기계,202438 ,3688 ,2019,산업
2018,할당,(주)태웅,기계,217552 ,3998 ,2018,산업
2017,할당,(주)태웅,기계,205084 ,3802 ,2017,산업
2016,,(주)태웅,기계,119608 ,2347 ,2016,산업
2015,,(주)태웅,기계,107617 ,2123 ,2015,산업
2014,,(주)태웅,기계,105108 ,2080 ,2014,산업
2013,,(주)태웅,기계,103146 ,2041 ,2013,산업
2012,,(주)태웅,기계,94440 ,1869 ,2012,산업
2011,,(주)태웅,기계,110090 ,2145 ,2011,산업
2020,할당,(주)태평양금속,산업,44227 ,885 ,2020,산업
2019,할당,(주)태평양금속,유리.요업,45372 ,908 ,2019,산업
2018,할당,(주)태평양금속,유리.요업,52972 ,1058 ,2018,산업
2017,할당,(주)태평양금속,기계,58090 ,1160 ,2017,산업
2016,,(주)태평양금속,기계,56660 ,1128 ,2016,산업
2015,,(주)태평양금속,기계,57488 ,1141 ,2015,산업
2014,,(주)태평양금속,기계,50794 ,1009 ,2014,산업
2013,,(주)태평양금속,기계,44541 ,884 ,2013,산업
2012,,(주)태평양금속,기계,42107 ,836 ,2012,산업
2011,,(주)태평양금속,기계,39137 ,753 ,2011,산업
2020,할당,(주)테크팩솔루션,산업,213754 ,3604 ,2020,산업
2019,할당,(주)테크팩솔루션,유리.요업,233468 ,3883 ,2019,산업
2018,할당,(주)테크팩솔루션,유리.요업,231866 ,3912 ,2018,산업
2017,할당,(주)테크팩솔루션,유리.요업,227893 ,3719 ,2017,산업
2016,,(주)테크팩솔루션,유리.요업,220408 ,3592 ,2016,산업
2015,,(주)테크팩솔루션,유리.요업,215415 ,3487 ,2015,산업
2014,,(주)테크팩솔루션,유리.요업,211289 ,3440 ,2014,산업
2013,,(주)테크팩솔루션,유리.요업,216758 ,3559 ,2013,산업
2012,,(주)테크팩솔루션,유리.요업,203653 ,3495 ,2012,산업
2011,,(주)테크팩솔루션,유리.요업,200934 ,3190 ,2011,산업
2017,할당,(주)티씨씨동양,철강,27027 ,544 ,2017,산업
2016,,(주)티씨씨동양,철강,27129 ,567 ,2016,산업
2015,,(주)티씨씨동양,철강,30508 ,663 ,2015,산업
2014,,(주)티씨씨동양,철강,33167 ,700 ,2014,산업
2013,,(주)티씨씨동양,철강,38082 ,718 ,2013,산업
2012,,(주)티씨씨동양,철강,33069 ,683 ,2012,산업
2011,,(주)티씨씨동양,철강,33375 ,616 ,2011,산업
2020,할당,(주)티씨씨스틸,산업,29380 ,563 ,2020,산업
2019,할당,(주)티씨씨스틸,철강,28694 ,568 ,2019,산업
2018,할당,(주)티씨씨스틸,철강,29360 ,588 ,2018,산업
2020,목표,(주)티씨케이,반도체.디스플레이.전기전자,26302 ,536 ,2020,산업
2019,목표,(주)티씨케이,반도체.디스플레이.전기전자,20473 ,418 ,2019,산업
2020,목표,(주)파리크라상 성남공장,음식료품,23342 ,464 ,2020,산업
2019,목표,(주)파리크라상 성남공장,음식료품,21853 ,436 ,2019,산업
2018,목표,(주)파리크라상 성남공장,음식료품,18743 ,378 ,2018,산업
2017,목표,(주)파리크라상 성남공장,음식료품,19489 ,394 ,2017,산업
2016,,(주)파리크라상 성남공장,음식료품,20092 ,405 ,2016,산업
2015,,(주)파리크라상 성남공장,음식료품,18844 ,380 ,2015,산업
2014,,(주)파리크라상 성남공장,음식료품,18494 ,373 ,2014,산업
2020,목표,(주)판토스,교통(화물),43990 ,676 ,2020,수송
2019,목표,(주)판토스,교통(화물),44317 ,685 ,2019,수송
2018,목표,(주)판토스,교통(화물),43270 ,660 ,2018,수송
2017,목표,(주)판토스,교통(화물),42665 ,649 ,2017,수송
2020,할당,(주)퍼시픽글라스,산업,30313 ,513 ,2020,산업
2019,할당,(주)퍼시픽글라스,유리.요업,32818 ,555 ,2019,산업
2018,할당,(주)퍼시픽글라스,유리.요업,28090 ,485 ,2018,산업
2017,할당,(주)퍼시픽글라스,유리.요업,27332 ,456 ,2017,산업
2016,,(주)퍼시픽글라스,유리.요업,30085 ,501 ,2016,산업
2015,,(주)퍼시픽글라스,유리.요업,31987 ,534 ,2015,산업
2014,,(주)퍼시픽글라스,유리.요업,39399 ,678 ,2014,산업
2013,,(주)퍼시픽글라스,유리.요업,39559 ,675 ,2013,산업
2012,,(주)퍼시픽글라스,유리.요업,37114 ,626 ,2012,산업
2011,,(주)퍼시픽글라스,유리.요업,30822 ,490 ,2011,산업
2012,,(주)평산,기계,16624 ,328 ,2012,산업
2011,,(주)평산,기계,19708 ,383 ,2011,산업
2020,목표,(주)평안운수,교통(여객),14542 ,245 ,2020,수송
2019,목표,(주)평안운수,교통(여객),17088 ,283 ,2019,수송
2018,목표,(주)평안운수,교통(여객),18960 ,316 ,2018,수송
2018,목표,(주)평화,섬유,9265 ,177 ,2018,산업
2017,목표,(주)평화,섬유,10476 ,196 ,2017,산업
2016,,(주)평화,섬유,13186 ,244 ,2016,산업
2015,,(주)평화,섬유,12596 ,230 ,2015,산업
2014,,(주)평화,섬유,13519 ,249 ,2014,산업
2020,할당,(주)포레스코,산업,32598 ,772 ,2020,산업
2019,할당,(주)포레스코,목재,32668 ,773 ,2019,산업
2018,할당,(주)포레스코,목재,32867 ,776 ,2018,산업
2017,할당,(주)포레스코,목재,31335 ,739 ,2017,산업
2016,,(주)포레스코,목재,30836 ,734 ,2016,산업
2015,,(주)포레스코,목재,29648 ,703 ,2015,산업
2014,,(주)포레스코,목재,29960 ,717 ,2014,산업
2013,,(주)포레스코,목재,31221 ,733 ,2013,산업
2012,,(주)포레스코,목재,30642 ,711 ,2012,산업
2011,,(주)포레스코,목재,31851 ,704 ,2011,산업
2018,목표,(주)풍농 장항공장,석유화학,20549 ,408 ,2018,산업
2017,목표,(주)풍농 장항공장,석유화학,21009 ,416 ,2017,산업
2016,,(주)풍농 장항공장,석유화학,19842 ,363 ,2016,산업
2015,,(주)풍농 장항공장,석유화학,21132 ,362 ,2015,산업
2014,,(주)풍농 장항공장,석유화학,19969 ,352 ,2014,산업
2013,,(주)풍농 장항공장,석유화학,18339 ,363 ,2013,산업
2020,목표,(주)풍농장항공장,석유화학,18855 ,367 ,2020,산업
2019,목표,(주)풍농장항공장,석유화학,19292 ,382 ,2019,산업
2020,할당,(주)풍정주공,산업,18766 ,346 ,2020,산업
2019,할당,(주)풍정주공,철강,28528 ,523 ,2019,산업
2018,할당,(주)풍정주공,철강,32100 ,588 ,2018,산업
2017,목표,(주)풍정주공,철강,32154 ,659 ,2017,산업
2016,,(주)풍정주공,철강,32305 ,662 ,2016,산업
2020,목표,(주)피엔디티,자동차,17366 ,337 ,2020,산업
2019,목표,(주)피엔디티,자동차,19814 ,384 ,2019,산업
2018,목표,(주)피엔디티,자동차,19530 ,378 ,2018,산업
2020,목표,(주)피제이메탈,비철금속,18188 ,323 ,2020,산업
2018,목표,(주)피케이엘,반도체.디스플레이.전기전자,16631 ,336 ,2018,산업
2017,목표,(주)피케이엘,반도체.디스플레이.전기전자,16899 ,342 ,2017,산업
2016,,(주)피케이엘,반도체.디스플레이.전기전자,17200 ,349 ,2016,산업
2015,,(주)피케이엘,반도체.디스플레이.전기전자,17072 ,345 ,2015,산업
2014,,(주)피케이엘,반도체.디스플레이.전기전자,16325 ,330 ,2014,산업
2020,할당,(주)필맥스,산업,25951 ,524 ,2020,산업
2019,할당,(주)필맥스,석유화학,25587 ,516 ,2019,산업
2018,할당,(주)필맥스,석유화학,28034 ,564 ,2018,산업
2017,할당,(주)필맥스,석유화학,29272 ,589 ,2017,산업
2016,,(주)필맥스,석유화학,28391 ,570 ,2016,산업
2015,,(주)필맥스,석유화학,27819 ,560 ,2015,산업
2014,,(주)필맥스,석유화학,28474 ,571 ,2014,산업
2013,,(주)필맥스,석유화학,29284 ,583 ,2013,산업
2012,,(주)필맥스,석유화학,30355 ,602 ,2012,산업
2011,,(주)필맥스,석유화학,30788 ,580 ,2011,산업
2020,할당,(주)하림,산업,100114 ,2336 ,2020,산업
2019,할당,(주)하림,음식료품,87431 ,2085 ,2019,산업
2018,할당,(주)하림,음식료품,82111 ,1891 ,2018,산업
2017,할당,(주)하림,음식료품,74118 ,1864 ,2017,산업
2016,,(주)하림,음식료품,72087 ,1823 ,2016,산업
2015,,(주)하림,음식료품,70406 ,1765 ,2015,산업
2014,,(주)하림,음식료품,67491 ,1310 ,2014,산업
2013,,(주)하림,음식료품,66938 ,1304 ,2013,산업
2012,,(주)하림,음식료품,63157 ,1209 ,2012,산업
2011,,(주)하림,음식료품,62377 ,1118 ,2011,산업
2020,할당,(주)한국아트라스비엑스,산업,70396 ,1438 ,2020,산업
2019,할당,(주)한국아트라스비엑스,반도체.디스플레이.전기전자,33123 ,677 ,2019,산업
2018,할당,(주)한국아트라스비엑스,반도체.디스플레이.전기전자,33172 ,678 ,2018,산업
2020,할당,(주)한국알스트롬,산업,45433 ,607 ,2020,산업
2019,할당,(주)한국알스트롬,제지,47727 ,616 ,2019,산업
2018,할당,(주)한국알스트롬,제지,53907 ,675 ,2018,산업
2017,할당,(주)한국알스트롬,제지,53301 ,664 ,2017,산업
2016,,(주)한국알스트롬,제지,49332 ,596 ,2016,산업
2015,,(주)한국알스트롬,제지,26345 ,564 ,2015,산업
2014,,(주)한국알스트롬,제지,29191 ,630 ,2014,산업
2013,,(주)한국알스트롬,제지,29214 ,628 ,2013,산업
2012,,(주)한국알스트롬,제지,28340 ,612 ,2012,산업
2011,,(주)한국알스트롬,제지,30079 ,626 ,2011,산업
2020,목표,(주)한국인삼공사 고려인삼창(부여공장),음식료품,18324 ,368 ,2020,산업
2019,목표,(주)한국인삼공사 고려인삼창(부여공장),음식료품,17566 ,353 ,2019,산업
2018,목표,(주)한국인삼공사 고려인삼창(부여공장),음식료품,18805 ,378 ,2018,산업
2017,목표,(주)한국인삼공사 고려인삼창(부여공장),음식료품,19441 ,390 ,2017,산업
2016,,(주)한국인삼공사 고려인삼창(부여공장),음식료품,21793 ,437 ,2016,산업
2015,,(주)한국인삼공사 고려인삼창(부여공장),음식료품,23199 ,465 ,2015,산업
2014,,(주)한국인삼공사 고려인삼창(부여공장),음식료품,21059 ,422 ,2014,산업
2013,,(주)한국인삼공사 고려인삼창(부여공장),음식료품,21802 ,437 ,2013,산업
2012,,(주)한국인삼공사 고려인삼창(부여공장),음식료품,27138 ,544 ,2012,산업
2020,목표,(주)한국인삼공사 고려인삼창(원주공장),음식료품,20501 ,413 ,2020,산업
2019,목표,(주)한국인삼공사 고려인삼창(원주공장),음식료품,19514 ,394 ,2019,산업
2018,목표,(주)한금 포항공장,철강,17498 ,379 ,2018,산업
2017,목표,(주)한금 포항공장,철강,19588 ,424 ,2017,산업
2016,,(주)한금 포항공장,철강,21365 ,430 ,2016,산업
2015,,(주)한금 포항공장,철강,20192 ,406 ,2015,산업
2014,,(주)한금 포항공장,철강,20969 ,421 ,2014,산업
2013,,(주)한금 포항공장,철강,21743 ,437 ,2013,산업
2012,,(주)한금 포항공장,철강,21366 ,429 ,2012,산업
2020,목표,(주)한금포항공장,철강,15927 ,345 ,2020,산업
2019,목표,(주)한금포항공장,철강,17422 ,384 ,2019,산업
2020,할당,(주)한솔케미칼,산업,137317 ,2836 ,2020,산업
2019,할당,(주)한솔케미칼,석유화학,133715 ,2636 ,2019,산업
2018,할당,(주)한솔케미칼,석유화학,112611 ,2607 ,2018,산업
2017,할당,(주)한솔케미칼,석유화학,102365 ,2276 ,2017,산업
2016,,(주)한솔케미칼,석유화학,88777 ,2090 ,2016,산업
2015,,(주)한솔케미칼,석유화학,88362 ,1999 ,2015,산업
2014,,(주)한솔케미칼,석유화학,84966 ,1828 ,2014,산업
2013,,(주)한솔케미칼,석유화학,85695 ,1723 ,2013,산업
2012,,(주)한솔케미칼,석유화학,87049 ,1731 ,2012,산업
2011,,(주)한솔케미칼,석유화학,80962 ,1525 ,2011,산업
2020,할당,(주)한솔홈데코,산업,61799 ,2862 ,2020,산업
2019,할당,(주)한솔홈데코,목재,63751 ,1159 ,2019,산업
2018,할당,(주)한솔홈데코,목재,74930 ,1366 ,2018,산업
2017,할당,(주)한솔홈데코,목재,74100 ,1335 ,2017,산업
2016,,(주)한솔홈데코,목재,67208 ,1216 ,2016,산업
2015,,(주)한솔홈데코,목재,68806 ,1246 ,2015,산업
2014,,(주)한솔홈데코,목재,72157 ,1310 ,2014,산업
2013,,(주)한솔홈데코,목재,71237 ,2363 ,2013,산업
2012,,(주)한솔홈데코,목재,72087 ,1288 ,2012,산업
2011,,(주)한솔홈데코,목재,68305 ,2436 ,2011,산업
2020,목표,(주)한양에스앤씨 함안지점,자동차,15725 ,297 ,2020,산업
2019,목표,(주)한양에스앤씨 함안지점,자동차,18392 ,345 ,2019,산업
2018,목표,(주)한양에스앤씨 함안지점,자동차,18336 ,339 ,2018,산업
2017,목표,(주)한양에스앤씨 함안지점,자동차,20766 ,385 ,2017,산업
2016,,(주)한양에스앤씨 함안지점,자동차,22600 ,419 ,2016,산업
2020,목표,(주)한익스프레스,교통(화물),25961 ,408 ,2020,수송
2019,목표,(주)한익스프레스,교통(화물),24634 ,385 ,2019,수송
2020,목표,(주)한일고속,교통(해운),87442 ,1207 ,2020,수송
2019,목표,(주)한일고속,교통(해운),107488 ,1488 ,2019,수송
2018,목표,(주)한일고속,교통(해운),85681 ,1186 ,2018,수송
2017,목표,(주)한일고속,교통(해운),94101 ,1305 ,2017,수송
2016,,(주)한일고속,교통(여객),18581 ,263 ,2016,수송
2015,,(주)한일고속,교통(여객),17949 ,254 ,2015,수송
2014,,(주)한일고속,교통(여객),17101 ,242 ,2014,수송
2020,할당,(주)한주,발전에너지,1187390 ,14821 ,2020,발전에너지
2019,할당,(주)한주,산업,1049651 ,13739 ,2019,산업
2018,할당,(주)한주,산업,1157594 ,14776 ,2018,산업
2017,할당,(주)한주,산업,1106189 ,13933 ,2017,산업
2016,,(주)한주,산업,1144502 ,14438 ,2016,산업
2015,,(주)한주,산업,1249195 ,14948 ,2015,산업
2014,,(주)한주,산업,995859 ,12068 ,2014,산업
2013,,(주)한주,산업,1037621 ,12412 ,2013,산업
2012,,(주)한주,발전에너지,1025996 ,11778 ,2012,발전에너지
2011,,(주)한주,발전에너지,1051687 ,11827 ,2011,발전에너지
2020,목표,(주)한진,교통(항공),108104 ,1642 ,2020,수송
2019,목표,(주)한진,교통(화물),124507 ,1882 ,2019,수송
2018,목표,(주)한진,교통(화물),124286 ,1868 ,2018,수송
2017,목표,(주)한진,교통(화물),127009 ,1904 ,2017,수송
2016,,(주)한진,교통(화물),131917 ,1971 ,2016,수송
2015,,(주)한진,교통(화물),128885 ,1922 ,2015,수송
2014,,(주)한진,교통(화물),121618 ,1808 ,2014,수송
2020,할당,(주)한창제지,산업,122294 ,1622 ,2020,산업
2019,할당,(주)한창제지,제지,119446 ,1591 ,2019,산업
2018,할당,(주)한창제지,제지,142821 ,2011 ,2018,산업
2017,할당,(주)한창제지,제지,145458 ,1995 ,2017,산업
2016,,(주)한창제지,제지,142395 ,1947 ,2016,산업
2015,,(주)한창제지,제지,138874 ,1906 ,2015,산업
2014,,(주)한창제지,제지,142733 ,2023 ,2014,산업
2013,,(주)한창제지,제지,144060 ,2055 ,2013,산업
2012,,(주)한창제지,제지,132817 ,2045 ,2012,산업
2011,,(주)한창제지,제지,100054 ,1810 ,2011,산업
2020,할당,(주)한화,산업,95478 ,1781 ,2020,산업
2019,할당,(주)한화,석유화학,180086 ,1773 ,2019,산업
2018,할당,(주)한화,석유화학,102695 ,1877 ,2018,산업
2017,할당,(주)한화,석유화학,106472 ,1742 ,2017,산업
2016,,(주)한화,석유화학,122062 ,1594 ,2016,산업
2015,,(주)한화,석유화학,131089 ,1553 ,2015,산업
2014,,(주)한화,석유화학,102701 ,1333 ,2014,산업
2013,,(주)한화,석유화학,63382 ,1243 ,2013,산업
2012,,(주)한화,석유화학,60341 ,1189 ,2012,산업
2016,,(주)현대단조,기계,10238 ,197 ,2016,산업
2020,할당,(주)현대백화점,건물,144480 ,2987 ,2020,건물
2019,할당,(주)현대백화점,건물,149094 ,3072 ,2019,건물
2018,목표,(주)현대백화점,건물,150924 ,3107 ,2018,건물
2017,목표,(주)현대백화점,건물,150853 ,3107 ,2017,건물
2016,,(주)현대백화점,건물,142085 ,2896 ,2016,건물
2015,,(주)현대백화점,건물,108921 ,2229 ,2015,건물
2014,,(주)현대백화점,건물,94812 ,1949 ,2014,건물
2013,,(주)현대백화점,건물,97507 ,2012 ,2013,건물
2017,목표,(주)현대아이파크몰,건물,20670 ,421 ,2017,건물
2016,,(주)현대아이파크몰,건물,21748 ,444 ,2016,건물
2015,,(주)현대아이파크몰,건물,21787 ,445 ,2015,건물
2014,,(주)현대아이파크몰,건물,22532 ,460 ,2014,건물
2013,,(주)현대아이파크몰,건물,22952 ,469 ,2013,건물
2012,,(주)현대아이파크몰,건물,24273 ,496 ,2012,건물
2011,,(주)현대아이파크몰,건물,24175 ,466 ,2011,건물
2020,할당,(주)현대엘앤씨,산업,28957 ,586 ,2020,산업
2019,할당,(주)현대엘앤씨,석유화학,28804 ,583 ,2019,산업
2018,할당,(주)현대엘앤씨,석유화학,31302 ,633 ,2018,산업
2020,할당,(주)현대케피코,산업,25684 ,523 ,2020,산업
2019,할당,(주)현대케피코,자동차,28094 ,573 ,2019,산업
2018,할당,(주)현대케피코,자동차,29168 ,595 ,2018,산업
2017,목표,(주)현대케피코,자동차,27723 ,564 ,2017,산업
2016,,(주)현대케피코,자동차,27692 ,564 ,2016,산업
2015,,(주)현대케피코,자동차,27220 ,555 ,2015,산업
2014,,(주)현대케피코,자동차,22414 ,457 ,2014,산업
2013,,(주)현대케피코,자동차,22054 ,450 ,2013,산업
2015,,(주)협화,석유화학,14173 ,281 ,2015,산업
2014,,(주)협화,석유화학,14013 ,277 ,2014,산업
2020,목표,(주)호텔신라,건물,19762 ,399 ,2020,건물
2019,목표,(주)호텔신라,건물,22126 ,446 ,2019,건물
2018,목표,(주)호텔신라,건물,21634 ,436 ,2018,건물
2017,목표,(주)호텔신라,건물,22048 ,445 ,2017,건물
2016,,(주)호텔신라,건물,21946 ,442 ,2016,건물
2015,,(주)호텔신라,건물,21468 ,433 ,2015,건물
2014,,(주)호텔신라,건물,23449 ,473 ,2014,건물
2013,,(주)호텔신라,건물,15958 ,321 ,2013,건물
2012,,(주)호텔신라,건물,24047 ,485 ,2012,건물
2020,목표,(주)화승알앤에이,석유화학,19814 ,401 ,2020,산업
2019,목표,(주)화승알앤에이,석유화학,21774 ,441 ,2019,산업
2018,목표,(주)화승알앤에이,석유화학,23007 ,465 ,2018,산업
2017,목표,(주)화승알앤에이,석유화학,23523 ,475 ,2017,산업
2016,,(주)화승알앤에이,석유화학,22997 ,464 ,2016,산업
2015,,(주)화승알앤에이,석유화학,22554 ,453 ,2015,산업
2014,,(주)화승알앤에이,석유화학,22324 ,450 ,2014,산업
2013,,(주)화승알앤에이,석유화학,21834 ,441 ,2013,산업
2017,할당,(주)화승인더스트리,석유화학,31356 ,638 ,2017,산업
2016,,(주)화승인더스트리,석유화학,29883 ,607 ,2016,산업
2015,,(주)화승인더스트리,석유화학,32703 ,665 ,2015,산업
2014,,(주)화승인더스트리,석유화학,38069 ,774 ,2014,산업
2013,,(주)화승인더스트리,석유화학,39360 ,801 ,2013,산업
2012,,(주)화승인더스트리,석유화학,38729 ,788 ,2012,산업
2011,,(주)화승인더스트리,석유화학,38919 ,755 ,2011,산업
2020,할당,(주)화승케미칼,산업,28320 ,576 ,2020,산업
2019,할당,(주)화승케미칼,석유화학,28388 ,577 ,2019,산업
2018,할당,(주)화승케미칼,산업,28985 ,589 ,2018,산업
2016,,(주)휘닉스중앙평창,건물,23084 ,452 ,2016,건물
2015,,(주)휘닉스중앙평창,건물,22200 ,435 ,2015,건물
2014,,(주)휘닉스중앙평창,건물,22750 ,447 ,2014,건물
2013,,(주)휘닉스중앙평창,건물,23964 ,472 ,2013,건물
2012,,(주)휘닉스중앙평창,건물,24859 ,486 ,2012,건물
2011,,(주)휘닉스중앙평창,건물,27037 ,510 ,2011,건물
2019,목표,(주)흥아 양산1공장,석유화학,14296 ,285 ,2019,산업
2018,목표,(주)흥아 양산1공장,석유화학,14118 ,282 ,2018,산업
2017,목표,(주)흥아 양산1공장,석유화학,14088 ,281 ,2017,산업
2016,,(주)흥아 양산1공장,석유화학,14472 ,288 ,2016,산업
2015,,(주)흥아 양산1공장,석유화학,15101 ,300 ,2015,산업
2014,,(주)흥아 양산1공장,석유화학,16950 ,337 ,2014,산업
2018,목표,(주)흥아 양산2공장,석유화학,14124 ,277 ,2018,산업
2017,목표,(주)흥아 양산2공장,석유화학,14634 ,286 ,2017,산업
2016,,(주)흥아 양산2공장,석유화학,14751 ,289 ,2016,산업
2015,,(주)흥아 양산2공장,석유화학,14165 ,278 ,2015,산업
2014,,(주)흥아 양산2공장,석유화학,15016 ,295 ,2014,산업
2020,목표,(합)경남여객,교통(여객),42977 ,683 ,2020,수송
2019,목표,(합)경남여객,교통(여객),53049 ,840 ,2019,수송
2018,목표,(합)경남여객,교통(여객),50572 ,806 ,2018,수송
2017,목표,(합)경남여객,교통(여객),48201 ,771 ,2017,수송
2016,,(합)경남여객,교통(여객),48175 ,769 ,2016,수송
2020,목표,CJ대한통운(주),교통(화물),227176 ,3880 ,2020,수송
2019,목표,CJ대한통운(주),교통(화물),214808 ,3631 ,2019,수송
2018,목표,CJ대한통운(주),교통(화물),216648 ,3625 ,2018,수송
2017,목표,CJ대한통운(주),교통(화물),202671 ,3273 ,2017,수송
2016,,CJ대한통운(주),교통(화물),195574 ,3147 ,2016,수송
2015,,CJ대한통운(주),교통(화물),200848 ,3192 ,2015,수송
2014,,CJ대한통운(주),교통(화물),203037 ,3269 ,2014,수송
2020,할당,CJ제일제당(주),산업,405811 ,9252 ,2020,산업
