대상연도,할당여부,업체명,업종명,온실가스 배출량,에너지 사용량,대상연도,최종분류
2019,할당,CJ제일제당(주),음식료품,419898 ,9658 ,2019,산업
2018,할당,CJ제일제당(주),음식료품,396198 ,9102 ,2018,산업
2017,할당,CJ제일제당(주),음식료품,363919 ,8383 ,2017,산업
2016,,CJ제일제당(주),음식료품,336497 ,7937 ,2016,산업
2015,,CJ제일제당(주),음식료품,305899 ,7183 ,2015,산업
2014,,CJ제일제당(주),음식료품,287314 ,6648 ,2014,산업
2013,,CJ제일제당(주),음식료품,288261 ,6417 ,2013,산업
2012,,CJ제일제당(주),음식료품,301794 ,6455 ,2012,산업
2011,,CJ제일제당(주),음식료품,311744 ,6143 ,2011,산업
2020,목표,GS건설(주),건설,108677 ,2023 ,2020,산업
2019,목표,GS건설(주),건설,108711 ,2069 ,2019,산업
2018,목표,GS건설(주),건설,107010 ,2057 ,2018,산업
2017,목표,GS건설(주),건설,109007 ,2062 ,2017,산업
2016,,GS건설(주),건설,98360 ,1860 ,2016,산업
2015,,GS건설(주),건설,97912 ,1819 ,2015,산업
2014,,GS건설(주),건설,98271 ,1822 ,2014,산업
2020,할당,GS파워,발전에너지,1953049 ,37296 ,2020,발전에너지
2019,할당,GS파워,집단에너지,1771569 ,34532 ,2019,발전에너지
2018,할당,GS파워,집단에너지,2077996 ,40414 ,2018,발전에너지
2017,할당,GS파워,집단에너지,1245993 ,24115 ,2017,발전에너지
2016,,GS파워,집단에너지,1245755 ,24104 ,2016,발전에너지
2015,,GS파워,집단에너지,1135025 ,21837 ,2015,발전에너지
2014,,GS파워,집단에너지,1303496 ,25343 ,2014,발전에너지
2013,,GS파워,발전에너지,2170323 ,42656 ,2013,발전에너지
2012,,GS파워,발전에너지,2255680 ,43991 ,2012,발전에너지
2011,,GS파워,발전에너지,1829243 ,35645 ,2011,발전에너지
2020,할당,HSD엔진(주),산업,26438 ,476 ,2020,산업
2019,할당,HSD엔진(주),기계,31809 ,559 ,2019,산업
2018,할당,HSD엔진(주),기계,26800 ,481 ,2018,산업
2017,할당,HSD엔진(주),기계,29492 ,528 ,2017,산업
2020,목표,JW 생명과학(주),석유화학,28205 ,570 ,2020,산업
2019,목표,JW 생명과학(주),석유화학,28914 ,584 ,2019,산업
2018,목표,JW 생명과학(주),석유화학,25147 ,605 ,2018,산업
2017,목표,JW 생명과학(주),석유화학,24046 ,587 ,2017,산업
2016,,JW생명과학(주),석유화학,23856 ,558 ,2016,산업
2015,,JW생명과학(주),석유화학,20270 ,412 ,2015,산업
2014,,JW생명과학(주),석유화학,18603 ,454 ,2014,산업
2013,,KCC자원개발(주),유리.요업,22079 ,354 ,2013,산업
2012,,KCC자원개발(주),유리.요업,18002 ,287 ,2012,산업
2020,목표,KPX 케미칼(주),석유화학,20679 ,644 ,2020,산업
2019,목표,KPX 케미칼(주),석유화학,20593 ,634 ,2019,산업
2018,목표,KPX 케미칼(주),석유화학,19461 ,593 ,2018,산업
2017,목표,KPX 케미칼(주),석유화학,18348 ,591 ,2017,산업
2016,,KPX그린케미칼(주),석유화학,68590 ,1257 ,2016,산업
2015,,KPX그린케미칼(주),석유화학,67717 ,1158 ,2015,산업
2014,,KPX그린케미칼(주),석유화학,63228 ,1102 ,2014,산업
2013,,KPX그린케미칼(주),석유화학,61314 ,1068 ,2013,산업
2012,,KPX그린케미칼(주),석유화학,50000 ,878 ,2012,산업
2011,,KPX그린케미칼(주),석유화학,28285 ,517 ,2011,산업
2016,,LB 세미콘(주),반도체.디스플레이.전기전자,19461 ,398 ,2016,산업
2020,목표,LB세미콘(주),반도체.디스플레이.전기전자,25689 ,526 ,2020,산업
2019,목표,LB세미콘(주),반도체.디스플레이.전기전자,25710 ,527 ,2019,산업
2018,목표,LB세미콘(주),반도체.디스플레이.전기전자,23179 ,475 ,2018,산업
2017,목표,LB세미콘(주),반도체.디스플레이.전기전자,20281 ,415 ,2017,산업
2020,할당,LG엠엠에이,산업,325106 ,2859 ,2020,산업
2019,할당,LG엠엠에이,석유화학,307858 ,2895 ,2019,산업
2018,할당,LG엠엠에이,석유화학,182368 ,2929 ,2018,산업
2017,할당,LG엠엠에이,석유화학,186013 ,2775 ,2017,산업
2016,,LG엠엠에이,석유화학,181184 ,2722 ,2016,산업
2015,,LG엠엠에이,석유화학,184856 ,2777 ,2015,산업
2014,,LG엠엠에이,석유화학,175410 ,2678 ,2014,산업
2013,,LG엠엠에이,석유화학,176896 ,2023 ,2013,산업
2012,,LG엠엠에이,석유화학,183805 ,2760 ,2012,산업
2011,,LG엠엠에이,석유화학,185275 ,2679 ,2011,산업
2016,,LS산전(주),반도체.디스플레이.전기전자,20242 ,413 ,2016,산업
2015,,LS산전(주),반도체.디스플레이.전기전자,19591 ,400 ,2015,산업
2014,,LS산전(주),반도체.디스플레이.전기전자,18461 ,376 ,2014,산업
2018,목표,LS산전(주) 청주사업장,반도체.디스플레이.전기전자,21799 ,445 ,2018,산업
2017,목표,LS산전(주) 청주사업장,반도체.디스플레이.전기전자,21130 ,431 ,2017,산업
2016,,nexolon,반도체.디스플레이.전기전자,90324 ,1858 ,2016,산업
2015,,nexolon,반도체.디스플레이.전기전자,82650 ,1700 ,2015,산업
2014,,nexolon,반도체.디스플레이.전기전자,138978 ,2858 ,2014,산업
2013,,nexolon,반도체.디스플레이.전기전자,168611 ,3466 ,2013,산업
2012,,nexolon,반도체.디스플레이.전기전자,166220 ,3412 ,2012,산업
2011,,nexolon,반도체.디스플레이.전기전자,152092 ,2929 ,2011,산업
2020,할당,OCI SE 주식회사,산업,1271077 ,22535 ,2020,산업
2019,할당,OCI SE 주식회사,산업,1112436 ,21207 ,2019,산업
2018,목표,OCI SE 주식회사,발전에너지,1191146 ,21977 ,2018,발전에너지
2017,목표,OCI SE 주식회사,발전에너지,1794784 ,23367 ,2017,발전에너지
2020,목표,S&T모티브(주),자동차,18812 ,385 ,2020,산업
2019,목표,S&T모티브(주),자동차,17811 ,364 ,2019,산업
2018,목표,S&T모티브(주),자동차,18794 ,384 ,2018,산업
2017,목표,S&T모티브(주),자동차,19839 ,404 ,2017,산업
2016,,S&T모티브(주),자동차,20515 ,412 ,2016,산업
2015,,S&T모티브(주),자동차,19798 ,401 ,2015,산업
2014,,S&T모티브(주),자동차,18993 ,386 ,2014,산업
2013,,S&T모티브(주),자동차,19675 ,401 ,2013,산업
2012,,S&T모티브(주),자동차,21726 ,442 ,2012,산업
2020,목표,S&T중공업(주),자동차,13353 ,252 ,2020,산업
2019,목표,S&T중공업(주),자동차,14967 ,277 ,2019,산업
2018,목표,S&T중공업(주),자동차,16156 ,301 ,2018,산업
2017,할당,S&T중공업(주),자동차,16814 ,312 ,2017,산업
2016,,S＆T중공업(주),자동차,17384 ,329 ,2016,산업
2015,,S＆T중공업(주),자동차,18036 ,345 ,2015,산업
2014,,S＆T중공업(주),자동차,20373 ,391 ,2014,산업
2013,,S＆T중공업(주),자동차,24904 ,483 ,2013,산업
2012,,S＆T중공업(주),자동차,24949 ,486 ,2012,산업
2020,목표,SK(주) 대덕 데이터센터,통신,19012 ,391 ,2020,산업
2019,목표,SK(주) 대덕 데이터센터,통신,19390 ,399 ,2019,산업
2018,목표,SK(주) 대덕 데이터센터,통신,19703 ,405 ,2018,산업
2017,목표,SK(주) 대덕 데이터센터,통신,20919 ,430 ,2017,산업
2016,,SK(주) 대덕 데이터센터,통신,20533 ,422 ,2016,산업
2015,,SK(주) 대덕 데이터센터,통신,19590 ,403 ,2015,산업
2014,,SK(주) 대덕 데이터센터,통신,19009 ,391 ,2014,산업
2020,할당,SKbroadband(주),산업,337966 ,6921 ,2020,산업
2019,할당,SKbroadband(주),통신,281170 ,5759 ,2019,산업
2018,할당,SKbroadband(주),통신,272848 ,5586 ,2018,산업
2017,할당,SKbroadband(주),통신,267828 ,5483 ,2017,산업
2016,,SKbroadband(주),통신,264833 ,5416 ,2016,산업
2015,,SKbroadband(주),통신,259587 ,5311 ,2015,산업
2014,,SKbroadband(주),통신,254434 ,5207 ,2014,산업
2013,,SKbroadband(주),통신,268716 ,5494 ,2013,산업
2012,,SKbroadband(주),통신,224736 ,4596 ,2012,산업
2011,,SKbroadband(주),통신,217923 ,4181 ,2011,산업
2020,할당,SK네트웍스(주) 워커힐,건물,21002 ,423 ,2020,건물
2019,할당,SK네트웍스(주) 워커힐,건물,23894 ,481 ,2019,건물
2018,할당,SK네트웍스(주) 워커힐,건물,24959 ,502 ,2018,건물
2017,할당,SK네트웍스(주) 워커힐,건물,23461 ,472 ,2017,건물
2016,,SK네트웍스(주) 워커힐,건물,24736 ,498 ,2016,건물
2015,,SK네트웍스(주) 워커힐,건물,25472 ,513 ,2015,건물
2014,,SK네트웍스(주) 워커힐,건물,26770 ,539 ,2014,건물
2013,,SK네트웍스(주) 워커힐,건물,28841 ,581 ,2013,건물
2012,,SK네트웍스(주) 워커힐,건물,30115 ,607 ,2012,건물
2011,,SK네트웍스(주) 워커힐,건물,31119 ,600 ,2011,건물
2020,할당,SK이노베이션(주),산업,194294 ,3962 ,2020,산업
2019,할당,SK이노베이션(주),반도체.디스플레이.전기전자,191566 ,3908 ,2019,산업
2018,할당,SK이노베이션(주),반도체.디스플레이.전기전자,264942 ,5385 ,2018,산업
2017,할당,SK이노베이션(주),반도체.디스플레이.전기전자,186008 ,3779 ,2017,산업
2016,,SK이노베이션(주),반도체.디스플레이.전기전자,166661 ,3386 ,2016,산업
2015,,SK이노베이션(주),반도체.디스플레이.전기전자,169228 ,3434 ,2015,산업
2014,,SK이노베이션(주),반도체.디스플레이.전기전자,142603 ,2893 ,2014,산업
2013,,SK이노베이션㈜,반도체.디스플레이.전기전자,113851 ,2308 ,2013,산업
2012,,SK이노베이션㈜,반도체.디스플레이.전기전자,114423 ,2318 ,2012,산업
2020,할당,SK인천석유화학(주),산업,1584513 ,44618 ,2020,산업
2019,할당,SK인천석유화학(주),석유화학,1580194 ,44636 ,2019,산업
2018,할당,SK인천석유화학(주),석유화학,1789360 ,49727 ,2018,산업
2017,할당,SK인천석유화학(주),석유화학,1712535 ,46862 ,2017,산업
2016,,SK인천석유화학(주),석유화학,1614318 ,42078 ,2016,산업
2015,,SK인천석유화학(주),석유화학,1647268 ,44432 ,2015,산업
2014,,SK인천석유화학(주),석유화학,1140521 ,30435 ,2014,산업
2013,,SK인천석유화학(주),석유화학,745231 ,19056 ,2013,산업
2020,할당,S-Oil(주),산업,9579376 ,125785 ,2020,산업
2019,할당,S-Oil(주),정유,9603008 ,129497 ,2019,산업
2018,할당,S-Oil(주),정유,8822778 ,119612 ,2018,산업
2017,할당,S-Oil(주),정유,7710339 ,100163 ,2017,산업
2016,,S-Oil(주),정유,7641045 ,108442 ,2016,산업
2015,,S-Oil(주),정유,7396169 ,101487 ,2015,산업
2014,,S-Oil(주),정유,7438789 ,96983 ,2014,산업
2013,,S-Oil(주),정유,7293099 ,98959 ,2013,산업
2012,,S-Oil(주),정유,7980792 ,105893 ,2012,산업
2011,,S-Oil(주),정유,8141790 ,97463 ,2011,산업
2020,할당,STX 조선해양(주),산업,36178 ,654 ,2020,산업
2019,할당,STX 조선해양(주),조선,43931 ,790 ,2019,산업
2018,할당,STX 조선해양(주),조선,39009 ,704 ,2018,산업
2017,할당,STX 조선해양(주),조선,60916 ,1119 ,2017,산업
2016,,STX 조선해양(주),조선,87431 ,1572 ,2016,산업
2015,,STX 조선해양(주),조선,123299 ,2159 ,2015,산업
2014,,STX 조선해양(주),조선,106407 ,1915 ,2014,산업
2013,,STX 조선해양(주),조선,124632 ,2262 ,2013,산업
2012,,STX 조선해양(주),조선,130791 ,2285 ,2012,산업
2011,,STX 조선해양(주),조선,144795 ,2390 ,2011,산업
2015,,STX엔진(주) 제1사업장,기계,14563 ,258 ,2015,산업
2014,,STX엔진(주) 제1사업장,기계,14170 ,250 ,2014,산업
2013,,STX엔진(주) 제1사업장,기계,13576 ,243 ,2013,산업
2012,,STX엔진(주) 제1사업장,기계,19772 ,341 ,2012,산업
2013,,STX중공업(주) 창원 1공장,조선,12444 ,208 ,2013,산업
2012,,STX중공업(주) 창원 1공장,조선,18715 ,312 ,2012,산업
2020,목표,Y&T파워텍(주),자동차,15583 ,319 ,2020,산업
2019,목표,Y&T파워텍(주),자동차,18189 ,373 ,2019,산업
2018,목표,Y&T파워텍(주),자동차,17733 ,364 ,2018,산업
2017,목표,Y&T파워텍(주),자동차,17832 ,366 ,2017,산업
2016,,Y&T파워텍(주),자동차,18781 ,385 ,2016,산업
2015,,Y&T파워텍(주),자동차,19130 ,392 ,2015,산업
2014,,Y&T파워텍(주),자동차,19862 ,407 ,2014,산업
2020,목표,가온전선주식회사,반도체.디스플레이.전기전자,15924 ,319 ,2020,산업
2019,목표,가온전선주식회사,반도체.디스플레이.전기전자,16429 ,330 ,2019,산업
2018,목표,가온전선주식회사,반도체.디스플레이.전기전자,16549 ,332 ,2018,산업
2017,목표,가온전선주식회사,반도체.디스플레이.전기전자,18798 ,377 ,2017,산업
2016,,가온전선주식회사,반도체.디스플레이.전기전자,18896 ,380 ,2016,산업
2015,,가온전선주식회사,반도체.디스플레이.전기전자,18951 ,381 ,2015,산업
2014,,가온전선주식회사,반도체.디스플레이.전기전자,17105 ,344 ,2014,산업
2017,목표,가천대학교길병원,건물,21985 ,445 ,2017,건물
2016,,가천대학교길병원,건물,21730 ,440 ,2016,건물
2015,,가천대학교길병원,건물,20236 ,410 ,2015,건물
2014,,가천대학교길병원,건물,20594 ,417 ,2014,건물
2020,할당,가톨릭대학교 서울성모병원,건물,39617 ,802 ,2020,건물
2019,할당,가톨릭대학교 서울성모병원,건물,40159 ,813 ,2019,건물
2018,할당,가톨릭대학교 서울성모병원,건물,41689 ,843 ,2018,건물
2017,할당,가톨릭대학교 서울성모병원,건물,39971 ,809 ,2017,건물
2016,,가톨릭대학교 서울성모병원,건물,39486 ,800 ,2016,건물
2015,,가톨릭대학교 서울성모병원,건물,38224 ,774 ,2015,건물
2014,,가톨릭대학교 서울성모병원,건물,39299 ,795 ,2014,건물
2013,,가톨릭대학교 서울성모병원,건물,40359 ,816 ,2013,건물
2012,,가톨릭대학교 서울성모병원,건물,41006 ,829 ,2012,건물
2011,,가톨릭대학교 서울성모병원,건물,42037 ,812 ,2011,건물
2020,목표,강남금융센터(주),건물,16755 ,341 ,2020,건물
2019,목표,강남금융센터(주),건물,17491 ,356 ,2019,건물
2018,목표,강남금융센터(주),건물,17874 ,364 ,2018,건물
2017,목표,강남금융센터(주),건물,17754 ,362 ,2017,건물
2016,,강남금융센터(주),건물,17931 ,365 ,2016,건물
2015,,강남금융센터(주),건물,16699 ,340 ,2015,건물
2014,,강남금융센터(주),건물,16349 ,333 ,2014,건물
2013,,강남금융센터(주),건물,17892 ,364 ,2013,건물
2012,,강남금융센터(주),건물,18791 ,383 ,2012,건물
2020,목표,강남화성(주),석유화학,18372 ,361 ,2020,산업
2019,목표,강남화성(주),석유화학,19764 ,379 ,2019,산업
2018,목표,강남화성(주),석유화학,21578 ,412 ,2018,산업
2017,목표,강남화성(주),석유화학,21927 ,411 ,2017,산업
2016,,강남화성(주),석유화학,20544 ,382 ,2016,산업
2015,,강남화성(주),석유화학,19828 ,365 ,2015,산업
2014,,강남화성(주),석유화학,19707 ,367 ,2014,산업
2017,할당,강릉공공하수처리시설,폐기물,37110 ,94 ,2017,폐기물
2016,,강릉공공하수처리시설,폐기물,36219 ,91 ,2016,폐기물
2015,,강릉공공하수처리시설,폐기물,33404 ,101 ,2015,폐기물
2014,,강릉공공하수처리시설,폐기물,84289 ,182 ,2014,폐기물
2020,할당,강릉시,폐기물,21093 ,103 ,2020,폐기물
2019,할당,강릉시,폐기물,19711 ,106 ,2019,폐기물
2018,할당,강릉시,폐기물,37689 ,101 ,2018,폐기물
2020,목표,강변테크노마트 주식회사,건물,15192 ,311 ,2020,건물
2019,목표,강변테크노마트 주식회사,건물,16266 ,333 ,2019,건물
2018,목표,강변테크노마트 주식회사,건물,16336 ,335 ,2018,건물
2017,목표,강변테크노마트 주식회사,건물,16341 ,335 ,2017,건물
2020,목표,강원고속,교통(여객),19009 ,270 ,2020,수송
2019,목표,강원고속,교통(여객),26633 ,379 ,2019,수송
2018,목표,강원고속,교통(여객),24931 ,355 ,2018,수송
2020,목표,강원대학교 춘천캠퍼스,건물,16452 ,335 ,2020,건물
2019,목표,강원대학교 춘천캠퍼스,건물,18932 ,386 ,2019,건물
2018,목표,강원대학교 춘천캠퍼스,건물,19878 ,405 ,2018,건물
2017,목표,강원대학교 춘천캠퍼스,건물,19365 ,394 ,2017,건물
2016,,강원대학교 춘천캠퍼스,건물,19586 ,399 ,2016,건물
2015,,강원대학교 춘천캠퍼스,건물,18662 ,380 ,2015,건물
2014,,강원대학교 춘천캠퍼스,건물,19245 ,391 ,2014,건물
2013,,강원대학교 춘천캠퍼스,건물,20321 ,413 ,2013,건물
2020,목표,강원여객자동차,교통(여객),12444 ,181 ,2020,수송
2019,목표,강원여객자동차,교통(여객),17169 ,249 ,2019,수송
2018,목표,강원여객자동차,교통(여객),19543 ,283 ,2018,수송
2020,할당,거제시,폐기물,59991 ,434 ,2020,폐기물
2019,할당,거제시,폐기물,60789 ,392 ,2019,폐기물
2018,할당,거제시,폐기물,61891 ,431 ,2018,폐기물
2017,할당,거제시,폐기물,65280 ,331 ,2017,폐기물
2016,,거제시,폐기물,60116 ,377 ,2016,폐기물
2015,,거제시,폐기물,75164 ,368 ,2015,폐기물
2014,,거제시,폐기물,72673 ,355 ,2014,폐기물
2020,할당,건국대학교,건물,23765 ,482 ,2020,건물
2019,할당,건국대학교,건물,26793 ,543 ,2019,건물
2018,할당,건국대학교,건물,27651 ,564 ,2018,건물
2017,할당,건국대학교,건물,27913 ,565 ,2017,건물
2016,,건국대학교,건물,26838 ,544 ,2016,건물
2015,,건국대학교,건물,26456 ,536 ,2015,건물
2014,,건국대학교,건물,27066 ,548 ,2014,건물
2013,,건국대학교,건물,29243 ,592 ,2013,건물
2012,,건국대학교,건물,30032 ,608 ,2012,건물
2011,,건국대학교,건물,29683 ,575 ,2011,건물
2020,할당,경북대학교,건물,30125 ,615 ,2020,건물
2019,할당,경북대학교,건물,34590 ,705 ,2019,건물
2018,할당,경북대학교,건물,35188 ,713 ,2018,건물
2017,할당,경북대학교,건물,35340 ,716 ,2017,건물
2016,,경북대학교,건물,35253 ,715 ,2016,건물
2015,,경북대학교,건물,33172 ,672 ,2015,건물
2014,,경북대학교,건물,33642 ,679 ,2014,건물
2013,,경북대학교,건물,35490 ,715 ,2013,건물
2012,,경북대학교,건물,36289 ,730 ,2012,건물
2011,,경북대학교,건물,36890 ,707 ,2011,건물
2020,할당,경산제지 주식회사,산업,100090 ,881 ,2020,산업
2019,할당,경산제지 주식회사,제지,92901 ,771 ,2019,산업
2018,할당,경산제지 주식회사,제지,99046 ,887 ,2018,산업
2017,할당,경산제지 주식회사,제지,103132 ,913 ,2017,산업
2016,,경산제지 주식회사,제지,105639 ,874 ,2016,산업
2015,,경산제지 주식회사,제지,101039 ,822 ,2015,산업
2014,,경산제지 주식회사,제지,98662 ,880 ,2014,산업
2013,,경산제지 주식회사,제지,90815 ,1042 ,2013,산업
2012,,경산제지 주식회사,제지,93246 ,1819 ,2012,산업
2011,,경산제지 주식회사,제지,97248 ,1834 ,2011,산업
2020,목표,경원여객자동차(주),교통(여객),35213 ,633 ,2020,수송
2020,목표,경원여객자동차(주),교통(여객),17922 ,253 ,2020,수송
